text_clean,text_preprocessed,polarity_score,polarity
mbak puan berterimakasih kepada parlemen mikta atas kekompakan dan dedikasi untuk kemajuan dunia,"['mbak', 'puan', 'berterimakasih', 'parlemen', 'mikta', 'kompak', 'dedikasi', 'maju', 'dunia']",-5,negative
ketum palang merah indonesia jusuf kalla pak jk berpartisipasi dalam konferensi regional palang merah dan bulan sabit merah asia pasifik ke yang diselenggarakan di hanoi,"['tum', 'palang', 'merah', 'indonesia', 'jusuf', 'kalla', 'jk', 'partisipasi', 'konferensi', 'regional', 'palang', 'merah', 'sabit', 'merah', 'asia', 'pasifik', 'selenggara', 'hanoi']",-4,negative
السلام عليكم ورحمة الله وبركة bidang hikmah dan kebijakan publik pk imm fik   📚📚 madrasah at  tanwir 📚📚  isi diskusi isu  perawatan medis palestina bergerak dibawah konflik,"['bidang', 'hikmah', 'bijak', 'publik', 'pk', 'imm', 'fik', 'madrasah', 'at', 'tanwir', 'isi', 'diskusi', 'isu', 'awat', 'medis', 'palestina', 'gerak', 'bawah', 'konflik']",2,positive
konflik israelpalestina ini tidak ada kaitannya dengan agama sih beli centang biru tapi otak minus,"['konflik', 'israelpalestina', 'kait', 'agama', 'sih', 'beli', 'centang', 'biru', 'otak', 'minus']",-16,negative
memahami akar konflik palestina,"['paham', 'akar', 'konflik', 'palestina']",2,positive
dan sampe akhirnya kena dampak konflik dan ngungsi kesini orang palestina,"['sampe', 'kena', 'dampak', 'konflik', 'ngungsi', 'kesini', 'orang', 'palestina']",-1,negative
hamas palestina ini menunjukkan bahwa israel tidak menghormati kesepakatan gencatan senjata yang telah disepakati sebelumnya konflik di timur tengah ini semakin kompleks dan sulit untuk diselesaikan semoga ada solusi yang adil dan damai untuk kedua belah pihakpalingpalingaja,"['hamas', 'palestina', 'israel', 'hormat', 'sepakat', 'gencat', 'senjata', 'pakat', 'konflik', 'timur', 'kompleks', 'sulit', 'selesai', 'moga', 'solusi', 'adil', 'damai', 'belah', 'pihakpalingpalingaja']",-5,negative
bertemu uskup agung,"['temu', 'uskup', 'agung']",2,positive
ingat bangsa arab itu bukan hanya arab saudi jadi kalau arab saudi acuh sama konflik di palestina yaa biarin saja,"['bangsa', 'arab', 'arab', 'saudi', 'arab', 'saudi', 'acuh', 'konflik', 'palestina', 'yaa', 'biarin']",2,positive
tidak mebatasai para penguna nya sehingga penguna bisa memanfaatkan aplikasi ini untuk kepentingan menyuarakan kebenaran dan melawan hoax dengan fakta yang terjadi di lapangan terutama konflik antara palestina dan israelberitasatu,"['mebatasai', 'penguna', 'nya', 'penguna', 'manfaat', 'aplikasi', 'penting', 'suara', 'benar', 'lawan', 'hoax', 'fakta', 'lapang', 'konflik', 'palestina', 'israelberitasatu']",-12,negative
pendapat antara kedua belah pihak semoga gencatan senjata ini dapat membawa kedamaian dan keamanan bagi warga palestina yang selama ini menjadi korban konflik tersebutkanjengromoo,"['dapat', 'belah', 'moga', 'gencat', 'senjata', 'bawa', 'damai', 'aman', 'warga', 'palestina', 'korban', 'konflik', 'tersebutkanjengromoo']",-13,negative
yang dibahas donasi palestina nyambungnya ke konflik knpb menujujlnpulang,"['bahas', 'donasi', 'palestina', 'nyambungnya', 'konflik', 'knpb', 'menujujlnpulang']",7,positive
orang yang ngira konflik israelpalestina karena agama saja sudah anehmurininoviana,"['orang', 'ngira', 'konflik', 'israelpalestina', 'agama', 'anehmurininoviana']",-3,negative
abis nonton video akar konflik palestina jam,"['abis', 'nonton', 'video', 'akar', 'konflik', 'palestina', 'jam']",0,neutral
kamu dengar ya,"['dengar', 'ya']",6,positive
mesti berkunjung ke ig nya sih,"['mesti', 'kunjung', 'ig', 'nya', 'sih']",-6,negative
negara di timur tengah yang lagi konflik bukan hanya palestina saja ndertemmycr,"['negara', 'timur', 'konflik', 'palestina', 'ndertemmycr']",5,positive
ayo siapa saja anak hi yang puyeng cari masalah skripsi,"['ayo', 'anak', 'hi', 'puyeng', 'cari', 'skripsi']",-5,negative
orang mengatakan bahwa serangan ini merupakan bentuk pembalasan atas serangan roket yang diluncurkan oleh hamas ke wilayah israel konflik antara israel dan palestina semakin memanas,"['orang', 'serang', 'bentuk', 'balas', 'serang', 'roket', 'luncur', 'hamas', 'wilayah', 'israel', 'konflik', 'israel', 'palestina', 'panas']",-15,negative
asri   imo cepatlambat konflik gaza spesifiknya pembebasan palestina  tetap akan lewat konfrontasi karena berurusannya dengan rezim zionis bengis dengan segala ambisinya  mungkin liga arab merasa belum siap open war tapi emg jalur yang dipilih selama ini efektif adakah progress yang baik u🇵🇸oyabuya,"['asri', 'imo', 'cepatlambat', 'konflik', 'gaza', 'spesifik', 'bebas', 'palestina', 'konfrontasi', 'urus', 'rezim', 'zionis', 'bengis', 'ambisi', 'liga', 'arab', 'open', 'war', 'emg', 'jalur', 'pilih', 'efektif', 'ada', 'progress', 'u', 'oyabuya']",-11,negative
tidak paham sejarah konflik di palestina baru tahu  tanggal  oktober kemarin rupanyabasukibiantara,"['paham', 'sejarah', 'konflik', 'palestina', 'tanggal', 'oktober', 'kemarin', 'rupanyabasukibiantara']",1,positive
wapres maruf aamiin ajak pemimpin agama di yunani akhiri konflik perang israelpalestina,"['wapres', 'maruf', 'aamiin', 'ajak', 'pimpin', 'agama', 'yunani', 'konflik', 'perang', 'israelpalestina']",-3,negative
mas gibran  gimana strategi indonesia dalam menghadapi persoalan politik di luar negeri seperti konflik rusiaukraina perang israelpalestina apa langkah yang akan kamu lakukan jika nanti terpilih  hmmmm saya serahkan semuanya kepada rakyat enakny gimana,"['mas', 'gibran', 'gimana', 'strategi', 'indonesia', 'hadap', 'politik', 'negeri', 'konflik', 'rusiaukraina', 'perang', 'israelpalestina', 'langkah', 'laku', 'pilih', 'hmmmm', 'serah', 'rakyat', 'enakny', 'gimana']",-5,negative
maksud pertanyaan saya,['maksud'],-1,negative
cara penanganan konflik gaza nonkonfrontasi ala hamas namun tidak merugikan warga palestina dan wilayahnya,"['tangan', 'konflik', 'gaza', 'nonkonfrontasi', 'ala', 'hamas', 'rugi', 'warga', 'palestina', 'wilayah']",1,positive
terlepas dari bahasan syiahsunni,"['lepas', 'bahas', 'syiahsunni']",0,neutral
di gaza,['gaza'],0,neutral
kalau dia menang apakah ada konflik imigran dengan warga lokal atau apa ada pengaruh dengan perang israelpalestina seperti mungkin mereka takut tanahnya juga di hak milik seperti isriwil memiliki palestinadocturnal,"['menang', 'konflik', 'imigran', 'warga', 'lokal', 'pengaruh', 'perang', 'israelpalestina', 'takut', 'tanah', 'hak', 'milik', 'isriwil', 'milik', 'palestinadocturnal']",-12,negative
mengenal sejarah konflik israelpalestina,"['kenal', 'sejarah', 'konflik', 'israelpalestina']",-2,negative
❌ perusahaan israel pepsi ubah kemasan bertulisan “palestina” untuk hindari boikot   ✅ faktanya pepsi adalah perusahaan asal amerika serikat desain baru pepsi yang bertuliskan “palestina” dalam bahasa arab sudah lama beredar sejak agustus  sebelum konflik palestina dan…,"['usaha', 'israel', 'psi', 'ubah', 'kemas', 'tulis', 'palestina', 'hindar', 'boikot', 'fakta', 'psi', 'usaha', 'amerika', 'serikat', 'desain', 'psi', 'tulis', 'palestina', 'bahasa', 'arab', 'edar', 'agustus', 'konflik', 'palestina', 'dan']",-1,negative
id sebelum loncat ke,"['id', 'loncat']",0,neutral
wapres ajak pemimpin agama akhiri konflik israelpalestina   docturnal,"['wapres', 'ajak', 'pimpin', 'agama', 'konflik', 'israelpalestina', 'docturnal']",-2,negative
saewad masuk ke palestina tidak semudah pikiranmu banyak yang pada  ingin masuk ke palestina pada  ingin bantuin wilayah perang tidak semudah itu bisa dimasukin,"['saewad', 'masuk', 'palestina', 'mudah', 'pikir', 'masuk', 'palestina', 'bantuin', 'wilayah', 'perang', 'mudah', 'dimasukin']",0,neutral
nah harusnya sudah pada sadar,['sadar'],-1,negative
terancam kehilangan pekerjaan setelah mendukung palestina di tengah konflik israelhamas ini adalah contoh nyata bagaimana dukungan terhadap isu politik sensitif dapat berdampak pada karier seseorang semoga mereka tetap teguh dengan pendirian mereka danpenguintea,"['ancam', 'hilang', 'kerja', 'dukung', 'palestina', 'konflik', 'israelhamas', 'contoh', 'nyata', 'dukung', 'isu', 'politik', 'sensitif', 'dampak', 'karier', 'moga', 'teguh', 'diri', 'danpenguintea']",1,positive
hikmah dibalik konflik di gaza   keteguhan iman muslim palestina menjadi inspirasi seluruh muslim di dunia ribuan orang menjadi mualaf amp  belajar alquran dunia  tahu hamas  adalah pejuang paling tangguh di dunia 🇵🇸 seluruh mata melihat kebiadaban zionis israhell  jumat barokah 🇵🇸🇵🇸🇵🇸,"['hikmah', 'balik', 'konflik', 'gaza', 'teguh', 'iman', 'muslim', 'palestina', 'inspirasi', 'muslim', 'dunia', 'ribu', 'orang', 'mualaf', 'amp', 'ajar', 'alquran', 'dunia', 'hamas', 'juang', 'tangguh', 'dunia', 'mata', 'biadab', 'zionis', 'israhell', 'jumat', 'barokah']",-15,negative
kyk minoritas disini  saya yang sudah lahir tinggal sebagai mayo,"['kyk', 'minoritas', 'lahir', 'tinggal', 'mayo']",0,neutral
online ngajak uskup buat redam konflik palestina,"['online', 'ngajak', 'uskup', 'redam', 'konflik', 'palestina']",1,positive
mbaksri terima imigran dari timteng itu resikonya  besar,"['mbaksri', 'terima', 'imigran', 'timteng', 'resiko']",2,positive
replace kekacauan konflik palestina dan israel ini karena ada yang mendirikan negara sendiri dengan idiologi zionisme,"['replace', 'kacau', 'konflik', 'palestina', 'israel', 'diri', 'negara', 'idiologi', 'zionisme']",-1,negative
wapres ajak pemimpin agama di yunani akhiri konflik israelpalestina,"['wapres', 'ajak', 'pimpin', 'agama', 'yunani', 'konflik', 'israelpalestina']",-2,negative
kisah cinta antara mahmoud darwish dan tamar benami memancarkan keindahan dan kompleksitasnya di tengahtengah konflik politik yang menggebugebu mereka bertemu pada tahun,"['kisah', 'cinta', 'mahmoud', 'darwish', 'tamar', 'benam', 'pancar', 'indah', 'kompleksitas', 'tengahtengah', 'konflik', 'politik', 'menggebugebu', 'temu']",-6,negative
saya naliko ndelok ono wong netral dalam menyikapi konflik israel palestina   kudu dijemput jam  pagi jare sam pitak,"['naliko', 'ndelok', 'ono', 'netral', 'sikap', 'konflik', 'israel', 'palestina', 'kudu', 'jemput', 'jam', 'pagi', 'jare', 'sam', 'pitak']",-1,negative
hamas adalah salah satu motor konflik di gaza yang membalut paham teroris radikal mereka dengan diksi agama untuk mengelabuhi dunia seakan mereka merepresentasikan islam,"['hamas', 'salah', 'motor', 'konflik', 'gaza', 'balut', 'paham', 'teroris', 'radikal', 'diksi', 'agama', 'labuh', 'dunia', 'akan', 'representasi', 'islam']",-6,negative
tidak bisa di samain si inikalo konflik palestina lebih ke solidaritas indonesia sebagai muslim terbesar di dunia,"['samain', 'si', 'inikalo', 'konflik', 'palestina', 'solidaritas', 'indonesia', 'muslim', 'besar', 'dunia']",4,positive
wapres maruf aamiin mengajak para pemimpin agama di yunani,"['wapres', 'maruf', 'aamiin', 'ajak', 'pimpin', 'agama', 'yunani']",0,neutral
jyomyo lho saya ikut posisi resmi ri untuk konflik palestinawoodywo,"['jyomyo', 'lho', 'posisi', 'resmi', 'ri', 'konflik', 'palestinawoodywo']",2,positive
sulaeman  terus yang terjadi di kurdish,"['sulaeman', 'kurdish']",0,neutral
kalau nggak ada hamas,"['nggak', 'hamas']",-3,negative
dosen program studi prodi hubungan internasional hi universitas muhammadiyah malang umm menegaskan bahwa perang palestina dan israel bukanlah konflik agama,"['dosen', 'program', 'studi', 'prodi', 'hubung', 'internasional', 'hi', 'universitas', 'muhammadiyah', 'malang', 'umm', 'perang', 'palestina', 'israel', 'konflik', 'agama']",-9,negative
pengaruh konflik israelpalestina semenjak meletusnya itu konflik,"['pengaruh', 'konflik', 'israelpalestina', 'semenjak', 'letus', 'konflik']",-6,negative
pemerintah indonesia menekankan solusi two state di palestina sebagai upaya penyelesaian konflik yang terjadinimas,"['perintah', 'indonesia', 'tekan', 'solusi', 'two', 'state', 'palestina', 'upaya', 'selesai', 'konflik', 'terjadinimas']",-3,negative
memang israelpalestina ini salah satu konflik yang paling rumit bro,"['israelpalestina', 'salah', 'konflik', 'rumit', 'bro']",-9,negative
jubir presiden palestina   👉kami tidak ada hubungannya dengan apa yang terjadi antara hamas amp  israel kudeta telah menghilangkan legitimasi hamas di palestina kami tidak ingin terlibat dalam konflik sekunder,"['jubir', 'presiden', 'palestina', 'kami', 'hubung', 'hamas', 'amp', 'israel', 'kudeta', 'hilang', 'legitimasi', 'hamas', 'palestina', 'libat', 'konflik', 'sekunder']",-2,negative
jujur yang saya tidak suka dari konflik palestinaisrael adalah banyak fitnah keji kaum zionis keturunan umat musa as dan satu hal lagi,"['jujur', 'suka', 'konflik', 'palestinaisrael', 'fitnah', 'keji', 'kaum', 'zionis', 'turun', 'umat', 'musa', 'as']",-12,negative
cml terancam bagaimana indonesia mbak siapa yang mengancam indonesia dengan adanya konflik palestinaisrael bapak presiden jokowi juga ikut mengurus perdamaian dan meminta kepada presiden joe biden untuk menekan israelfazkey,"['cml', 'ancam', 'indonesia', 'mbak', 'ancam', 'indonesia', 'konflik', 'palestinaisrael', 'presiden', 'jokowi', 'urus', 'damai', 'presiden', 'joe', 'biden', 'tekan', 'israelfazkey']",-11,negative
id andaikan mayoritas warga palestina itu kristen pasti tidak akan seheboh ini di indonesia,"['id', 'andai', 'mayoritas', 'warga', 'palestina', 'kristen', 'heboh', 'indonesia']",4,positive
dari konflik yang terjadi di gaza kita jadi tahu siapa saja orang yang munafik yang anti palestina dan  tidak istiqomah memboikot produk nya isriwil dan sekutunyanovibudi,"['konflik', 'gaza', 'orang', 'munafik', 'anti', 'palestina', 'istiqomah', 'boikot', 'produk', 'nya', 'isriwil', 'sekutunyanovibudi']",6,positive
nggak juga anggaran untuk tiap daerah tuh ada tiap tahun,"['nggak', 'anggar', 'daerah', 'tuh']",0,neutral
perlawanan adalah penjamin negaranegara di kawasan,"['lawan', 'jamin', 'negaranegara', 'kawasan']",-9,negative
para korban trmasuk  jurnalis palestina,"['korban', 'trmasuk', 'jurnalis', 'palestina']",1,positive
komunitas yahudi jewish voice for peace mendesak presiden joe bidden segera mengumumkan gencatan senjata,"['komunitas', 'yahudi', 'jewish', 'voice', 'for', 'peace', 'desak', 'presiden', 'joe', 'bidden', 'umum', 'gencat', 'senjata']",-11,negative
sebagai perwakilan komunitas muslim terbesar di indonesia,"['wakil', 'komunitas', 'muslim', 'besar', 'indonesia']",-2,negative
ketua umum pbnu gus yahya tegaskan konflik israel palestina adalah masalah kemanusiaan bukanlah konflik agama antara islam dan yahudi seperti yang selama ini dinarasikan  kita perlu melihat ini sebagai masalah bagi seluruh umat manusia karena telah merugikan banyak pihak,"['ketua', 'pbnu', 'gus', 'yahya', 'tegas', 'konflik', 'israel', 'palestina', 'manusia', 'konflik', 'agama', 'islam', 'yahudi', 'narasi', 'umat', 'manusia', 'rugi']",1,positive
para pemimpin tidak menyerukan aksi penghentian konflik palestina,"['pimpin', 'seru', 'aksi', 'henti', 'konflik', 'palestina']",-2,negative
untuk awam kaya saya,"['awam', 'kaya']",-2,negative
evo  ada unrwa btw kalau di palestina,"['evo', 'unrwa', 'btw', 'palestina']",5,positive
kesepakatan bersama untuk mendukung resolusi konflik di palestina ri perjuangan   sophia latjuba   pak ganjar motaz dream seunghan indonistan kuki pak mahfud polri jkt di tv show azarine densi muhammadiyah,"['sepakat', 'dukung', 'resolusi', 'konflik', 'palestina', 'ri', 'juang', 'sophia', 'latjuba', 'ganjar', 'motaz', 'dream', 'seunghan', 'indonistan', 'kuk', 'mahfud', 'polri', 'jkt', 'tv', 'show', 'azarine', 'densi', 'muhammadiyah']",12,positive
deklarasi bersama untuk mendukung penyelesaian damai konflik di palestina ri perjuangan   sophia latjuba   pak ganjar motaz dream seunghan indonistan kuki pak mahfud polri jkt di tv show azarine densi,"['deklarasi', 'dukung', 'selesai', 'damai', 'konflik', 'palestina', 'ri', 'juang', 'sophia', 'latjuba', 'ganjar', 'motaz', 'dream', 'seunghan', 'indonistan', 'kuk', 'mahfud', 'polri', 'jkt', 'tv', 'show', 'azarine', 'densi']",-2,negative
rizky billar lelang mobil pertama untuk bantu palestina,"['rizky', 'billar', 'lelang', 'mobil', 'bantu', 'palestina']",-1,negative
nugie   betul dari dulu sampai skrg kita tetap konsisten terhadap konflik israhell dan palestina bahkan para pemimpin yang berbeda ideologi dan pandangan politik pun sikapnya samaganiamalika,"['nugie', 'skrg', 'konsisten', 'konflik', 'israhell', 'palestina', 'pimpin', 'beda', 'ideologi', 'pandang', 'politik', 'sikap', 'samaganiamalika']",5,positive
dan  iya sama,['iya'],0,neutral
solidaritas internasional mikta bersatu untuk mengakhiri konflik di palestina   ,"['solidaritas', 'internasional', 'mikta', 'satu', 'konflik', 'palestina']",4,positive
virtual tidak leaders’ summit,"['virtual', 'leaders', 'summit']",0,neutral
jenggot makanya itu presiden dari fraksi mana kalau begitu dan setau saya karena konflik sekarang,"['jenggot', 'presiden', 'fraksi', 'tau', 'konflik']",-4,negative
padahal ya,['ya'],4,positive
menko airlangga serukan twostate solution untuk penyelesaian konflik palestina pada virtual tidak leaders summit,"['menko', 'airlangga', 'seru', 'twostate', 'solution', 'selesai', 'konflik', 'palestina', 'virtual', 'leaders', 'summit']",-4,negative
menteri koordinator bidang perekonomian airlangga hartarto menyerukan dukungan bagi palestina di tengah situasi yang terjadi saat ini dan menegaskan pentingnya para pemimpin tidak untuk segera mengambil tindakan kolektif guna menghentikan konflik,"['menteri', 'koordinator', 'bidang', 'ekonomi', 'airlangga', 'hartarto', 'seru', 'dukung', 'palestina', 'situasi', 'pimpin', 'ambil', 'tindak', 'kolektif', 'henti', 'konflik']",-3,negative
juga aktif dalam kampanye solidaritas bagi palestina palestine solidarity campaign di inggris dan wales ini menggarisbawahi konflik multidimensional yang dihadapi masyarakat gaza dan pentingnya tindakan kolektif dalam jaringan parlemen untuk mendukung palestina kami…,"['aktif', 'kampanye', 'solidaritas', 'palestina', 'palestine', 'solidarity', 'campaign', 'inggris', 'wales', 'menggarisbawahi', 'konflik', 'multidimensional', 'hadap', 'masyarakat', 'gaza', 'tindak', 'kolektif', 'jaring', 'parlemen', 'dukung', 'palestina', 'kami']",14,positive
ini paling waras menyikapi konflik israel vs palestinatheiconomic,"['waras', 'sikap', 'konflik', 'israel', 'vs', 'palestinatheiconomic']",-6,negative
sukii     yang saya peduliin itu kalian,"['suki', 'peduliin']",0,neutral
ya begitulah tanah suci semua konflik akan memengaruhi semua pihak  kalau ada yang bilang ini dekat dengan perang dunia ketiga ya nggak salah juga  perang yang perlu diperhatikan sebelum armageddonmalhamah kubra,"['ya', 'tanah', 'suci', 'konflik', 'pengaruh', 'bilang', 'perang', 'dunia', 'tiga', 'ya', 'nggak', 'salah', 'perang', 'perhati', 'armageddonmalhamah', 'kubra']",-15,negative
berikut ini teks khutbah jumat yang membahas soal perjuangan dan upaya perdamaian di tengah konflik israel dan palestina,"['teks', 'khutbah', 'jumat', 'bahas', 'juang', 'upaya', 'damai', 'konflik', 'israel', 'palestina']",-6,negative
konflik yang terus berlanjut di wilayah palestina telah menjadi fokus perhatian dunia driftingtrack,"['konflik', 'lanjut', 'wilayah', 'palestina', 'fokus', 'perhati', 'dunia', 'driftingtrack']",-4,negative
kalau mau lihat standar peduli kemanusiaan orang indo tuh cukup lihat reaksi konflik israelpalestina sama ukrainerusia sama²  banyak korban sipil tpi orang indon lebih peduli palestina,"['lihat', 'standar', 'peduli', 'manusia', 'orang', 'indo', 'tuh', 'lihat', 'reaksi', 'konflik', 'israelpalestina', 'ukrainerusia', 'sama', 'korban', 'sipil', 'tpi', 'orang', 'indon', 'peduli', 'palestina']",1,positive
anjir dari dukung palestina jadi konflik dengan minoritas di indo jangan kegiring deh yang waras biarin saja berkicau mereka gausah ada yang dengerinayrafatiha,"['anjir', 'dukung', 'palestina', 'konflik', 'minoritas', 'indo', 'giring', 'deh', 'waras', 'biarin', 'kicau', 'gausah', 'dengerinayrafatiha']",-6,negative
menyikapi konflik israelpalestina harus tetap tenang,"['sikap', 'konflik', 'israelpalestina', 'tenang']",1,positive
ya allah  hancur sangat hatiku ngelihatnya  semoga mereka selalu diberikan kesabaran yang luar biasa,"['ya', 'allah', 'hancur', 'hati', 'ngelihatnya', 'moga', 'sabar']",13,positive
real,['real'],2,positive
yang sangat merugikan bagi rakyat palestina semoga konflik ini segera berakhir dan perdamaian dapat terwujudmyserendipty,"['rugi', 'rakyat', 'palestina', 'moga', 'konflik', 'damai', 'terwujudmyserendipty']",1,positive
peduli kemanusiaan,"['peduli', 'manusia']",2,positive
awd   gini saja deh beli produk usa ada faedah apa buat orang palestina bisa ngeblow up kasus mereka tidak bisa ngebuat orang di seluruh dunia  tahu tentang kejadian asli tidak bisa ngebuat tiktokersinfluencer mualaf krna konflik palestina  tahu tidak kalau orang palestina sndiri punacirestana,"['awd', 'gin', 'deh', 'beli', 'produk', 'usa', 'faedah', 'orang', 'palestina', 'ngeblow', 'up', 'ngebuat', 'orang', 'dunia', 'jadi', 'asli', 'ngebuat', 'tiktokersinfluencer', 'mualaf', 'krna', 'konflik', 'palestina', 'orang', 'palestina', 'sndiri', 'punacirestana']",12,positive
pendekatakan kemanusiaan solusi problem palestina    banyak cara yang dapat dilakukan dalam menyelesaikan konflik global yang ada di belaha  baca selengkapnya    tanggal   november lintasbatasnews,"['pendekatakan', 'manusia', 'solusi', 'problem', 'palestina', 'selesai', 'konflik', 'global', 'belaha', 'baca', 'lengkap', 'tanggal', 'november', 'lintasbatasnews']",-5,negative
korban jiwa kita harus bersatu dan mendukung perdamaian di antara kedua belah pihak semoga konflik ini segera berakhir dan rakyat palestina serta israel dapat hidup dalam keadaan aman dan tenteramcwedagyeom,"['korban', 'jiwa', 'satu', 'dukung', 'damai', 'belah', 'moga', 'konflik', 'rakyat', 'palestina', 'israel', 'hidup', 'aman', 'tenteramcwedagyeom']",-3,negative
awd   coba lihat interview orang palestina mereka sendiri yang minta biar konflik mereka di up di saya ig twitter dll walau mereka  tahu itu milik usa sosmed okelah  masih ada manfaat bwt mereka lah beli barang produk dari usa bermanfaat apa bwt orang palestinaaulamedia,"['awd', 'coba', 'lihat', 'interview', 'orang', 'palestina', 'biar', 'konflik', 'up', 'ig', 'twitter', 'dll', 'milik', 'usa', 'sosmed', 'oke', 'manfaat', 'bwt', 'beli', 'barang', 'produk', 'usa', 'manfaat', 'bwt', 'orang', 'palestinaaulamedia']",17,positive
bela palestina bukan hanya soal keadilan,"['bela', 'palestina', 'adil']",2,positive
jadi ya well menurut saya sih totally wrong kalau dibilang masalah ras atau agama ya menurut akusih ini karena kurang adanya info perlu diakui juga memang kalah sorot sama konflik palestina yang masuknya skala global dan juga tentunya karena ketidakbecusan aparat negarayudabasuki,"['ya', 'well', 'sih', 'totally', 'wrong', 'bilang', 'ras', 'agama', 'ya', 'akusih', 'info', 'aku', 'kalah', 'sorot', 'konflik', 'palestina', 'masuk', 'skala', 'global', 'ketidakbecusan', 'aparat', 'negarayudabasuki']",-4,negative
kemarin pas nonton podcast yang disitu ada ust felix siau membahas konflik israelpalestina disitu sang ustad bilang bahkan dulu zaman nabi ada juga sahabat yang belum nikahnikah iseng lah saya mencari nya ada ketemu satu jawaban saja sihkodim,"['kemarin', 'pas', 'nonton', 'podcast', 'situ', 'ust', 'felix', 'siau', 'bahas', 'konflik', 'israelpalestina', 'situ', 'sang', 'ustad', 'bilang', 'zaman', 'nabi', 'sahabat', 'nikahnikah', 'iseng', 'cari', 'nya', 'ketemu', 'sihkodim']",-2,negative
makanya kalau disalahin begitu tidak terima saya sudah usaha biar stay up to date sama konflik lain,"['disalahin', 'terima', 'usaha', 'biar', 'stay', 'up', 'to', 'date', 'konflik']",-8,negative
airlangga di ktt tidak virtual,"['airlangga', 'ktt', 'virtual']",0,neutral
bahas perdamaian dunia,"['bahas', 'damai', 'dunia']",0,neutral
ima        abros  maka kita perlu benarbenar jernih menyikapi konflik palestina   jangan sampai kita justru menambah permasalahan baru 🌷,"['ima', 'abros', 'benarbenar', 'jernih', 'sikap', 'konflik', 'palestina', 'tambah', 'masalah']",10,positive
belum lama pernah cerita soal ini sama temen pas lagi ngomongin konflik di palestina,"['cerita', 'temen', 'pas', 'ngomongin', 'konflik', 'palestina']",1,positive
makanya bersyukur lah masih bisa nyaman hidup di negara indonesia,"['syukur', 'nyaman', 'hidup', 'negara', 'indonesia']",11,positive
paus fransiskus sebut konflik israelpalestina telah berubah menjadi terorisme,"['paus', 'fransiskus', 'konflik', 'israelpalestina', 'ubah', 'terorisme']",0,neutral
indonesiayunani sepakat dukung penyelesaian konflik israelpalestina,"['indonesiayunani', 'sepakat', 'dukung', 'selesai', 'konflik', 'israelpalestina']",4,positive
perlawanan kepada zionism yang dilakukan kelompok yahudi seperti  ini adalah salah satu bukti bhw  konflik israelpalestina adalah konflik politik,"['lawan', 'zionism', 'kelompok', 'yahudi', 'salah', 'bukti', 'bhw', 'konflik', 'israelpalestina', 'konflik', 'politik']",-17,negative
winda penjahat perang atas konflik palestina adalah israel yakni para pm dan petinggi mileternya serta pemimpin hamas dan komandannya,"['winda', 'jahat', 'perang', 'konflik', 'palestina', 'israel', 'pm', 'petinggi', 'mileternya', 'pimpin', 'hamas', 'komandan']",-7,negative
alihalih membingkai konflik di palestina sebagai konflik agama,"['alihalih', 'bingkai', 'konflik', 'palestina', 'konflik', 'agama']",2,positive
senada dengan  dan  tentang konflik palestina  israel,"['nada', 'konflik', 'palestina', 'israel']",2,positive
ketua umum pengurus besar nahdlatul ulama pbnu kh yahya cholil staquf menilai konflik israel terhadap palestina bukanlah perang soal agama dia menegaskan bahwa apa yang terjadi antara palestina dan israel menyangkut persoalan kemanusiaan,"['ketua', 'urus', 'nahdlatul', 'ulama', 'pbnu', 'kh', 'yahya', 'cholil', 'staquf', 'nilai', 'konflik', 'israel', 'palestina', 'perang', 'agama', 'palestina', 'israel', 'manusia']",5,positive
dua organisasi islam terbesar di indonesia,"['organisasi', 'islam', 'besar', 'indonesia']",5,positive
sebagian masyarakat indonesia memandang konflik palestina  israel sebagai konflik agama membingkai konflik di palestina sbgai konflik agama juga kontraproduktif untuk mewujudkan perdamaian,"['masyarakat', 'indonesia', 'pandang', 'konflik', 'palestina', 'israel', 'konflik', 'agama', 'bingkai', 'konflik', 'palestina', 'sbgai', 'konflik', 'agama', 'kontraproduktif', 'wujud', 'damai']",2,positive
namun,[],0,neutral
keterlibatan pbb dalam menyelesaikan konflik israelpalestina berawal dari dikeluarkannya resolusi majelis umum pbb  yang disusul dengan resolusiresolusi pbb lainnyasithiaisyah,"['libat', 'pbb', 'selesai', 'konflik', 'israelpalestina', 'keluar', 'resolusi', 'majelis', 'pbb', 'susul', 'resolusiresolusi', 'pbb', 'lainnyasithiaisyah']",-4,negative
pengusiran amp  kondisi hidup yang sulit banyak warga palestina tlh diusir dari rumah mereka a tinggal dalam kondisi yang sulit di bawah pengawasan isrel mereka menghadapi pembatasan pergerakan,"['usir', 'amp', 'kondisi', 'hidup', 'sulit', 'warga', 'palestina', 'tlh', 'usir', 'rumah', 'a', 'tinggal', 'kondisi', 'sulit', 'awas', 'isrel', 'hadap', 'batas', 'gera']",-7,negative
indonesia sangat mengecam krisis konflik yang terjadi di gaza palestina,"['indonesia', 'kecam', 'krisis', 'konflik', 'gaza', 'palestina']",1,positive
wd   partaisocmed tidak ikutan dia tidak mau ngurusin konflik palestinajuraganan,"['wd', 'partaisocmed', 'ikut', 'ngurusin', 'konflik', 'palestinajuraganan']",-1,negative
alonely betul papua saja banyak yang kurang gizi ngapain mikirin palestina,"['alonely', 'papua', 'gizi', 'ngapain', 'mikirin', 'palestina']",2,positive
